0	NoCut	2.74e+08	8.74e+07	3.135
1	Electron-Trigger	1.12e+06	1.30e+07	0.087
2	N(FatJet)=1	1.29e+05	4.25e+05	0.305
3	$N_{IsoAddjet}\leq2$	9.32e+04	2.88e+05	0.323
4	$N_{IsoLooseBtagjet}=1$	3.10e+04	1.20e+05	0.259
5	$N_{e}=1$	1.78e+04	9.35e+04	0.190
6	$p_{T}^{miss}>50$GeV	1.74e+04	6.94e+04	0.251
7	Recoil$>250$GeV	1.07e+04	2.17e+04	0.495
8	MET-Filter	1.07e+04	2.17e+04	0.494
9	$N_{tau}=0$	1.05e+04	2.15e+04	0.491
10	$N_{\gamma}=0$	1.05e+04	2.14e+04	0.489
11	HEM-veto	9.46e+03	2.01e+04	0.471
